target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	1	0	0
ENSDART00000189431.1	11	2	0	0
ENSDART00000160762.2	345	93.2204	1	0.27071
ENSDART00000170804.2	366	109.895	1	0.229635
ENSDART00000165410.2	350	97.0621	1	0.259995
ENSDART00000163675.2	339	88.8952	6	1.70329
ENSDART00000171132.2	338	88.1187	0	0
ENSDART00000172037.2	344	92.4684	1	0.272911
ENSDART00000161368.2	354	100.146	2	0.503977
ENSDART00000172374.2	355	100.952	2	0.499952
ENSDART00000167067.2	378	120.187	0	0
ENSDART00000161271.2	334	85.2387	0	0
ENSDART00000163938.2	366	109.895	0	0
ENSDART00000161622.2	445	182.768	1	0.138075
ENSDART00000162257.2	426	164.46	0	0
ENSDART00000158119.2	318	74.6449	0	0
ENSDART00000169491.2	387	128.076	0	0
ENSDART00000172528.2	396	136.225	2	0.370499
ENSDART00000166253.2	411	150.268	0	0
ENSDART00000160948.2	323	77.9421	0	0
ENSDART00000161537.2	377	119.331	0	0
ENSDART00000159235.2	348	95.5033	0	0
ENSDART00000171772.2	483	219.907	0	0
ENSDART00000167404.2	357	102.537	0	0
ENSDART00000171344.2	462	199.274	0	0
ENSDART00000168039.2	470	207.18	0	0
ENSDART00000157830.2	431	169.217	0	0
ENSDART00000166182.2	372	115.029	0	0
ENSDART00000167805.2	378	120.187	0	0
ENSDART00000159795.2	419	157.772	0	0
ENSDART00000160202.2	378	120.187	0	0
ENSDART00000163851.2	330	82.5371	0	0
ENSDART00000161463.2	417	155.9	0	0
ENSDART00000164491.2	366	109.895	0	0
ENSDART00000158772.2	348	95.5033	0	0
ENSDART00000167409.2	420	158.735	2	0.31796
ENSDART00000160204.2	348	95.5033	0	0
ENSDART00000166882.2	420	158.735	2	0.31796
ENSDART00000171020.2	383	124.527	0	0
ENSDART00000162456.2	366	109.895	0	0
ENSDART00000164309.2	390	130.684	0	0
ENSDART00000160996.2	369	112.49	0	0
ENSDART00000166892.2	332	83.8907	1	0.300816
ENSDART00000171613.2	393	133.489	11.7409	2.21959
ENSDART00000164961.2	357	102.537	0	0
ENSDART00000164492.2	396	136.225	1	0.185249
ENSDART00000158814.2	396	136.225	0	0
ENSDART00000171201.2	397	137.137	0	0
ENSDART00000164110.2	399	138.99	0	0
ENSDART00000166029.2	381	122.786	1	0.205525
ENSDART00000165676.2	371	114.153	0	0
ENSDART00000163282.2	342	91.0664	0	0
ENSDART00000167496.2	346	94.0185	1	0.268412
ENSDART00000164659.2	404	143.699	0	0
ENSDART00000164489.2	350	97.0621	0	0
ENSDART00000160625.2	413	152.152	0	0
ENSDART00000169436.2	387	128.076	0	0
ENSDART00000170399.2	380	121.984	0	0
ENSDART00000162378.2	358	103.27	0	0
ENSDART00000169864.2	389	129.823	0	0
ENSDART00000164059.2	336	86.67	0	0
ENSDART00000168607.2	375	117.594	0	0
ENSDART00000161399.2	381	122.786	0	0
ENSDART00000171483.2	397	137.137	9.97415	1.83543
ENSDART00000171356.2	339	88.8952	0	0
ENSDART00000172182.2	413	152.152	1	0.165858
ENSDART00000113019.3	414	153.054	2	0.329761
ENSDART00000170523.2	375	117.594	0	0
ENSDART00000160187.2	385	126.296	0	0
ENSDART00000114271.4	416	154.946	1	0.162868
ENSDART00000159161.2	423	161.603	0	0
ENSDART00000162061.2	314	72.0233	0	0
ENSDART00000169803.2	998	732.888	0	0
ENSDART00000170923.2	1670	1404.89	0	0
ENSDART00000171190.2	3169	2903.89	1512.85	13.1471
ENSDART00000165811.2	556	292.323	73.7989	6.37091
ENSDART00000167950.2	667	402.99	0	0
ENSDART00000007487.9	873	608.371	918.898	38.1166
ENSDART00000162972.3	1568	1302.89	260.818	5.05179
ENSDART00000171570.2	1371	1105.89	164.685	3.758
ENSDART00000168177.2	3370	3104.89	4006.56	32.5642
ENSDART00000182440.1	3291	3025.89	0	0
ENSDART00000162709.3	4761	4495.89	2870.6	16.1128
ENSDART00000125149.3	3218	2952.89	0	0
ENSDART00000168926.2	1724	1458.89	1809.27	31.2965
ENSDART00000169180.2	3210	2944.89	1799.04	15.4165
ENSDART00000165795.2	1002	736.888	1	0.0342462
ENSDART00000079649.6	641	377.059	0	0
ENSDART00000160925.2	4365	4099.89	2424.31	14.9222
ENSDART00000188827.1	4409	4143.89	379.703	2.31233
ENSDART00000171098.2	437	174.967	16.9431	2.44372
ENSDART00000159824.2	734	469.762	34.9108	1.87541
ENSDART00000162187.2	63	26.3143	0	0
ENSDART00000161350.2	63	26.3143	0	0
ENSDART00000193555.1	66	27.1842	0	0
ENSDART00000161459.2	60	24.7879	0	0
ENSDART00000184586.1	66	27.1842	0	0
ENSDART00000193441.1	66	27.1842	0	0
ENSDART00000185019.1	66	27.1842	0	0
ENSDART00000171681.2	60	24.7879	0	0
ENSDART00000165172.2	63	26.3143	0	0
ENSDART00000170440.2	46	18.1739	0	0
ENSDART00000168126.2	57	23.2903	0	0
ENSDART00000182863.1	63	26.3143	0	0
ENSDART00000166020.2	66	27.1842	0	0
ENSDART00000190775.1	66	27.1842	0	0
ENSDART00000167303.2	63	26.3143	0	0
ENSDART00000157393.2	52	20.3929	0	0
ENSDART00000166828.2	63	26.3143	0	0
ENSDART00000159011.2	63	26.3143	0	0
ENSDART00000190235.1	66	27.1842	0	0
ENSDART00000190038.1	399	138.99	0	0
ENSDART00000164894.2	66	27.1842	0	0
ENSDART00000170926.2	63	26.3143	0	0
ENSDART00000166210.2	60	24.7879	0	0
ENSDART00000170448.2	57	23.2903	0	0
ENSDART00000171447.2	49	19.6	0	0
ENSDART00000164734.2	55	21.2903	0	0
ENSDART00000167581.2	57	23.2903	0	0
ENSDART00000185656.1	66	27.1842	0	0
ENSDART00000186087.1	63	26.3143	0	0
ENSDART00000168960.2	63	26.3143	0	0
ENSDART00000161571.2	57	23.2903	0	0
ENSDART00000161136.2	63	26.3143	0	0
