target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	5.75	0	0
ENSDART00000189431.1	11	6.75	0	0
ENSDART00000160762.2	345	108.613	1	0.462871
ENSDART00000170804.2	366	126.772	1	0.396571
ENSDART00000165410.2	350	112.659	3	1.33874
ENSDART00000163675.2	339	103.73	0	0
ENSDART00000171132.2	338	102.919	0	0
ENSDART00000172037.2	344	107.751	0	0
ENSDART00000161368.2	354	116.153	0	0
ENSDART00000172374.2	355	117.013	0	0
ENSDART00000167067.2	378	137.574	0	0
ENSDART00000161271.2	334	99.6549	0	0
ENSDART00000163938.2	366	126.772	0	0
ENSDART00000161622.2	445	201.406	0	0
ENSDART00000162257.2	426	182.919	0	0
ENSDART00000158119.2	318	87.4118	0	0
ENSDART00000169491.2	387	145.764	0	0
ENSDART00000172528.2	396	154.217	2	0.651989
ENSDART00000166253.2	411	168.383	0	0
ENSDART00000160948.2	323	91.1977	0	0
ENSDART00000161537.2	377	136.645	1	0.367918
ENSDART00000159235.2	348	111.022	0	0
ENSDART00000171772.2	483	238.977	0	0
ENSDART00000167404.2	357	118.764	0	0
ENSDART00000171344.2	462	218.186	0	0
ENSDART00000168039.2	470	226.084	0	0
ENSDART00000157830.2	431	187.747	0	0
ENSDART00000166182.2	372	132.166	0	0
ENSDART00000167805.2	378	137.574	0	0
ENSDART00000159795.2	419	176.111	0	0
ENSDART00000160202.2	378	137.574	0	0
ENSDART00000163851.2	330	96.5512	0	0
ENSDART00000161463.2	417	174.168	0	0
ENSDART00000164491.2	366	126.772	0	0
ENSDART00000158772.2	348	111.022	0	0
ENSDART00000167409.2	420	177.095	1	0.283882
ENSDART00000160204.2	348	111.022	0	0
ENSDART00000166882.2	420	177.095	0	0
ENSDART00000171020.2	383	142.061	0	0
ENSDART00000162456.2	366	126.772	3	1.18971
ENSDART00000164309.2	390	148.571	0	0
ENSDART00000160996.2	369	129.401	1	0.388513
ENSDART00000166892.2	332	98.1328	1	0.512306
ENSDART00000171613.2	393	151.403	7.72317	2.56452
ENSDART00000164961.2	357	118.764	1	0.423311
ENSDART00000164492.2	396	154.217	2	0.651989
ENSDART00000158814.2	396	154.217	0	0
ENSDART00000171201.2	397	155.167	0	0
ENSDART00000164110.2	399	157.014	0	0
ENSDART00000166029.2	381	140.24	0	0
ENSDART00000165676.2	371	131.241	0	0
ENSDART00000163282.2	342	106.169	0	0
ENSDART00000167496.2	346	109.369	0	0
ENSDART00000164659.2	404	161.821	0	0
ENSDART00000164489.2	350	112.659	1	0.446248
ENSDART00000160625.2	413	170.336	0	0
ENSDART00000169436.2	387	145.764	0	0
ENSDART00000170399.2	380	139.339	0	0
ENSDART00000162378.2	358	119.695	0	0
ENSDART00000169864.2	389	147.654	0	0
ENSDART00000164059.2	336	101.257	0	0
ENSDART00000168607.2	375	134.863	0	0
ENSDART00000161399.2	381	140.24	0	0
ENSDART00000171483.2	397	155.167	3	0.971999
ENSDART00000171356.2	339	103.73	0	0
ENSDART00000172182.2	413	170.336	0	0
ENSDART00000113019.3	414	171.296	0	0
ENSDART00000170523.2	375	134.863	1	0.37278
ENSDART00000160187.2	385	143.893	0	0
ENSDART00000114271.4	416	173.224	1	0.290225
ENSDART00000159161.2	423	180.004	0	0
ENSDART00000162061.2	314	84.6114	0	0
ENSDART00000169803.2	998	752.774	0	0
ENSDART00000170923.2	1670	1424.77	0	0
ENSDART00000171190.2	3169	2923.77	0	0
ENSDART00000165811.2	556	311.669	0	0
ENSDART00000167950.2	667	422.412	0	0
ENSDART00000007487.9	873	628.016	649.747	52.0136
ENSDART00000162972.3	1568	1322.77	148.293	5.63609
ENSDART00000171570.2	1371	1125.77	109.466	4.88846
ENSDART00000168177.2	3370	3124.77	3332.5	53.6161
ENSDART00000182440.1	3291	3045.77	0	0
ENSDART00000162709.3	4761	4515.77	1341.85	14.9388
ENSDART00000125149.3	3218	2972.77	0	0
