target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	2	0	0
ENSDART00000189431.1	11	3	0	0
ENSDART00000160762.2	345	102.862	0	0
ENSDART00000170804.2	366	120.43	0	0
ENSDART00000165410.2	350	106.91	0	0
ENSDART00000163675.2	339	98.1499	1	0.431447
ENSDART00000171132.2	338	97.3295	0	0
ENSDART00000172037.2	344	102.079	1.12162	0.465295
ENSDART00000161368.2	354	110.173	0	0
ENSDART00000172374.2	355	111.009	0.5	0.190735
ENSDART00000167067.2	378	131.109	0	0
ENSDART00000161271.2	334	94.1797	0	0
ENSDART00000163938.2	366	120.43	0	0
ENSDART00000161622.2	445	194.769	0	0
ENSDART00000162257.2	426	176.221	0	0
ENSDART00000158119.2	318	82.2923	0	0
ENSDART00000169491.2	387	139.282	0	0
ENSDART00000172528.2	396	147.679	0	0
ENSDART00000166253.2	411	161.867	0	0
ENSDART00000160948.2	323	85.8435	0	0
ENSDART00000161537.2	377	130.223	0	0
ENSDART00000159235.2	348	105.298	0	0
ENSDART00000171772.2	483	232.178	0	0
ENSDART00000167404.2	357	112.71	1	0.375711
ENSDART00000171344.2	462	211.377	0	0
ENSDART00000168039.2	470	219.279	0	0
ENSDART00000157830.2	431	181.119	0	0
ENSDART00000166182.2	372	125.661	0	0
ENSDART00000167805.2	378	131.109	0	0
ENSDART00000159795.2	419	169.527	0	0
ENSDART00000160202.2	378	131.109	0	0
ENSDART00000163851.2	330	91.1182	0	0
ENSDART00000161463.2	417	167.584	0	0
ENSDART00000164491.2	366	120.43	0	0
ENSDART00000158772.2	348	105.298	0	0
ENSDART00000167409.2	420	170.498	0	0
ENSDART00000160204.2	348	105.298	0	0
ENSDART00000166882.2	420	170.498	0	0
ENSDART00000171020.2	383	135.638	0	0
ENSDART00000162456.2	366	120.43	0	0
ENSDART00000164309.2	390	142.071	0	0
ENSDART00000160996.2	369	123.031	0	0
ENSDART00000166892.2	332	92.6431	0.5	0.228546
ENSDART00000171613.2	393	144.889	3.52914	1.03145
ENSDART00000164961.2	357	112.71	0	0
ENSDART00000164492.2	396	147.679	0	0
ENSDART00000158814.2	396	147.679	0	0
ENSDART00000171201.2	397	148.619	0	0
ENSDART00000164110.2	399	150.49	0	0
ENSDART00000166029.2	381	133.848	1	0.316377
ENSDART00000165676.2	371	124.771	0	0
ENSDART00000163282.2	342	100.466	1	0.421502
ENSDART00000167496.2	346	103.65	0	0
ENSDART00000164659.2	404	155.176	0	0
ENSDART00000164489.2	350	106.91	0	0
ENSDART00000160625.2	413	163.783	0	0
ENSDART00000169436.2	387	139.282	0	0
ENSDART00000170399.2	380	132.933	0	0
ENSDART00000162378.2	358	113.61	0	0
ENSDART00000169864.2	389	141.128	1	0.300057
ENSDART00000164059.2	336	95.7989	0	0
ENSDART00000168607.2	375	128.403	0	0
ENSDART00000161399.2	381	133.848	0	0
ENSDART00000171483.2	397	148.619	0	0
ENSDART00000171356.2	339	98.1499	1	0.431447
ENSDART00000172182.2	413	163.783	0	0
ENSDART00000113019.3	414	164.746	0	0
ENSDART00000170523.2	375	128.403	0	0
ENSDART00000160187.2	385	137.401	0	0
ENSDART00000114271.4	416	166.661	0	0
ENSDART00000159161.2	423	173.38	0	0
ENSDART00000162061.2	314	79.6183	0	0
ENSDART00000169803.2	998	745.649	0	0
ENSDART00000170923.2	1670	1417.65	20.6518	0.616887
ENSDART00000171190.2	3169	2916.65	705.791	10.2473
ENSDART00000165811.2	556	304.565	37.4847	5.21184
ENSDART00000167950.2	667	415.086	0	0
ENSDART00000007487.9	873	620.722	620.774	42.35
ENSDART00000162972.3	1568	1315.65	132.578	4.26724
ENSDART00000171570.2	1371	1118.65	128.409	4.86091
ENSDART00000168177.2	3370	3117.65	2914.82	39.5915
ENSDART00000182440.1	3291	3038.65	0	0
ENSDART00000162709.3	4761	4508.65	1466.93	13.7778
ENSDART00000125149.3	3218	2965.65	0	0
ENSDART00000168926.2	1724	1471.65	1162.96	33.4641
ENSDART00000169180.2	3210	2957.65	1054.56	15.0988
ENSDART00000165795.2	1002	749.649	0	0
ENSDART00000079649.6	641	389.177	0	0
ENSDART00000160925.2	4365	4112.65	980.338	10.0942
ENSDART00000188827.1	4409	4156.65	38.7541	0.394813
ENSDART00000171098.2	437	186.942	10	2.26522
ENSDART00000159824.2	734	481.932	19.9144	1.74984
ENSDART00000162187.2	63	26.875	0	0
ENSDART00000161350.2	63	26.875	0	0
ENSDART00000193555.1	66	27.907	0	0
ENSDART00000161459.2	60	24.4872	0	0
ENSDART00000184586.1	66	27.907	0	0
ENSDART00000193441.1	66	27.907	0	0
ENSDART00000185019.1	66	27.907	0	0
ENSDART00000171681.2	60	24.4872	0	0
ENSDART00000165172.2	63	26.875	0	0
ENSDART00000170440.2	46	17.3103	0	0
ENSDART00000168126.2	57	23.3889	0	0
ENSDART00000182863.1	63	26.875	0	0
ENSDART00000166020.2	66	27.907	0	0
ENSDART00000190775.1	66	27.907	0	0
ENSDART00000167303.2	63	26.875	0	0
ENSDART00000157393.2	52	22.7333	0	0
ENSDART00000166828.2	63	26.875	0	0
ENSDART00000159011.2	63	26.875	0	0
ENSDART00000190235.1	66	27.907	0	0
ENSDART00000190038.1	399	150.49	4.48928	1.26324
ENSDART00000164894.2	66	27.907	0	0
ENSDART00000170926.2	63	26.875	0	0
ENSDART00000166210.2	60	24.4872	0	0
ENSDART00000170448.2	57	23.3889	0	0
ENSDART00000171447.2	49	19.7333	0	0
ENSDART00000164734.2	55	25.7333	0	0
ENSDART00000167581.2	57	23.3889	0	0
ENSDART00000185656.1	66	27.907	0	0
ENSDART00000186087.1	63	26.875	0	0
ENSDART00000168960.2	63	26.875	0	0
ENSDART00000161571.2	57	23.3889	0	0
ENSDART00000161136.2	63	26.875	0	0
ENSDART00000161763.2	63	26.875	0	0
ENSDART00000170691.2	63	26.875	0	0
ENSDART00000191731.1	63	26.875	0	0
ENSDART00000113547.3	903	650.686	19.4552	1.26614
ENSDART00000159055.2	66	27.907	0	0
ENSDART00000158148.2	63	26.875	0	0
ENSDART00000167576.2	63	26.875	0	0
ENSDART00000162921.2	60	24.4872	0	0
ENSDART00000182846.1	63	26.875	0	0
ENSDART00000191760.1	63	26.875	0	0
ENSDART00000162352.2	60	24.4872	0	0
ENSDART00000166454.2	57	23.3889	0	0
ENSDART00000180943.1	63	26.875	0	0
ENSDART00000172223.2	56	23.7059	0	0
ENSDART00000166061.2	45	16.3103	0	0
ENSDART00000171126.2	60	24.4872	0	0
ENSDART00000183757.1	63	26.875	0	0
ENSDART00000159092.2	63	26.875	0	0
ENSDART00000180403.1	63	26.875	0	0
ENSDART00000192804.1	63	26.875	0	0
ENSDART00000167932.2	60	24.4872	0	0
ENSDART00000190928.1	66	27.907	0	0
ENSDART00000158609.2	60	24.4872	0	0
ENSDART00000192441.1	63	26.875	0	0
ENSDART00000187002.1	896	643.686	4.74344e-07	3.12059e-08
ENSDART00000170206.2	61	24.875	0	0
ENSDART00000159979.2	60	24.4872	0	0
ENSDART00000193507.1	66	27.907	0	0
ENSDART00000159473.2	63	26.875	0	0
ENSDART00000166370.2	63	26.875	0	0
ENSDART00000181827.1	63	26.875	0	0
ENSDART00000164120.2	63	26.875	0	0
ENSDART00000168385.2	60	24.4872	0	0
ENSDART00000170860.2	63	26.875	0	0
ENSDART00000160505.2	60	24.4872	0	0
ENSDART00000191315.1	976	723.649	0	0
ENSDART00000158978.2	907	654.686	0	0
ENSDART00000159628.2	63	26.875	0	0
ENSDART00000171914.2	63	26.875	0	0
ENSDART00000190142.1	66	27.907	0	0
ENSDART00000163969.2	49	19.7333	0.5	1.07297
ENSDART00000161690.2	63	26.875	0	0
ENSDART00000186687.1	63	26.875	0	0
ENSDART00000161734.2	64	27.875	0	0
ENSDART00000160963.2	63	26.875	0	0
ENSDART00000186681.1	66	27.907	0	0
ENSDART00000164889.2	63	26.875	0	0
ENSDART00000160161.2	46	17.3103	0	0
ENSDART00000162964.2	49	19.7333	0	0
ENSDART00000131829.2	803	550.786	188.849	14.5194
ENSDART00000144883.3	780	527.877	1014.89	81.4146
ENSDART00000156963.2	2986	2733.65	22.5895	0.34993
ENSDART00000161066.2	1110	857.649	0	0
ENSDART00000137179.2	1872	1619.65	3496.61	91.4205
ENSDART00000100744.4	2099	1846.65	526.864	12.0818
ENSDART00000160393.2	1044	791.649	56.1363	3.00281
ENSDART00000167980.2	834	581.722	1505.5	109.593
ENSDART00000067621.6	4363	4110.65	1331.43	13.716
ENSDART00000165084.2	5190	4937.65	31.3619	0.268967
ENSDART00000162322.2	873	620.722	237.575	16.2077
ENSDART00000190378.1	609	357.323	0	0
ENSDART00000144327.3	1479	1226.65	249.881	8.62641
ENSDART00000173911.2	412	162.839	0	0
ENSDART00000178732.2	2977	2724.65	0	0
ENSDART00000164747.2	1359	1106.65	1.8269	0.0699072
ENSDART00000162001.2	500	248.948	4.4163	0.751219
ENSDART00000103397.6	1933	1680.65	861.979	21.7189
ENSDART00000113661.4	4484	4231.65	1.33432	0.0133526
ENSDART00000052422.3	1265	1012.65	194.838	8.14764
ENSDART00000047912.9	1997	1744.65	1063.4	25.8112
ENSDART00000154987.3	8955	8702.65	354.313	1.72406
ENSDART00000108999.4	2067	1814.65	0	0
ENSDART00000080347.6	1924	1671.65	280.671	7.11001
ENSDART00000123238.3	2118	1865.65	0	0
ENSDART00000137120.2	456	205.507	62.3737	12.8526
ENSDART00000049291.5	2868	2615.65	2625.38	42.504
ENSDART00000147621.2	757	504.877	733.337	61.5085
ENSDART00000156885.2	7386	7133.65	1497.49	8.88932
ENSDART00000157087.2	665	413.086	2.26484	0.232174
ENSDART00000176637.2	3999	3746.65	0	0
ENSDART00000159554.2	1007	754.649	0	0
ENSDART00000192041.1	525	273.728	1	0.154703
ENSDART00000184520.1	837	584.722	0	0
ENSDART00000024330.9	3903	3650.65	199.227	2.31098
ENSDART00000173945.2	452	201.634	0	0
ENSDART00000172251.2	1479	1226.65	0	0
ENSDART00000155746.3	2001	1748.65	3416.91	82.7463
ENSDART00000154158.2	1350	1097.65	7143.8	275.603
ENSDART00000180571.1	1908	1655.65	0	0
ENSDART00000189685.1	622	370.22	0	0
ENSDART00000135009.2	659	407.132	0	0
ENSDART00000139795.2	1951	1698.65	1824.12	45.4743
ENSDART00000190366.1	1293	1040.65	0	0
ENSDART00000136751.2	726	473.959	0	0
ENSDART00000146364.3	4345	4092.65	0	0
ENSDART00000175207.2	5260	5007.65	0	0
ENSDART00000140924.2	1187	934.649	146.927	6.65689
ENSDART00000066782.7	1940	1687.65	171.166	4.2949
ENSDART00000163816.2	2323	2070.65	0	0
ENSDART00000163956.2	2431	2178.65	0	0
ENSDART00000129910.3	980	727.649	538.174	31.3197
ENSDART00000139974.2	835	582.722	63.7756	4.63458
ENSDART00000030773.5	5649	5396.65	5338.75	41.8922
ENSDART00000171701.2	2346	2093.65	0	0
ENSDART00000097522.5	1492	1239.65	46.2463	1.57978
ENSDART00000127483.4	5851	5598.65	32.589	0.246493
ENSDART00000183613.1	846	593.722	0	0
ENSDART00000142998.4	12194	11941.6	78.3199	0.277731
ENSDART00000182436.1	120	26.5581	0	0
ENSDART00000159675.3	1533	1280.65	0	0
ENSDART00000156526.3	3267	3014.65	22.236	0.312347
ENSDART00000113185.4	3130	2877.65	155.973	2.29525
ENSDART00000148548.3	1617	1364.65	38.2548	1.18709
ENSDART00000171123.2	1156	903.649	113.22	5.30567
ENSDART00000148879.2	651	399.155	35.3537	3.75069
ENSDART00000145410.2	2756	2503.65	10.1585	0.17182
ENSDART00000149204.3	1221	968.649	0	0
ENSDART00000153303.2	280	60.2618	0	0
ENSDART00000149732.4	871	618.722	0	0
ENSDART00000153121.2	368	122.153	2	0.693334
ENSDART00000090171.4	4438	4185.65	5037.7	50.9667
ENSDART00000132028.3	1779	1526.65	23.7384	0.658461
ENSDART00000057257.5	816	563.786	5.23349	0.393092
ENSDART00000057697.6	1756	1503.65	0	0
ENSDART00000164426.2	1045	792.649	0	0
ENSDART00000017850.9	1583	1330.65	181.836	5.78672
ENSDART00000161797.3	1006	753.649	0	0
ENSDART00000173668.2	888	635.686	0	0
ENSDART00000173934.2	1118	865.649	0	0
ENSDART00000124091.3	653	401.155	17	1.79454
ENSDART00000163388.2	199	34.818	0	0
ENSDART00000146315.3	2622	2369.65	571.867	10.2195
ENSDART00000021121.8	1181	928.649	170.851	7.79083
ENSDART00000183937.1	893	640.686	1.00889	0.0666829
ENSDART00000111512.4	6213	5960.65	110.859	0.787578
ENSDART00000172678.2	1110	857.649	8.58109	0.423692
ENSDART00000151899.2	2789	2536.65	680.025	11.3522
ENSDART00000152066.2	838	585.722	3.27916	0.237077
ENSDART00000041577.8	5802	5549.65	402.631	3.07226
ENSDART00000166519.2	588	336.4	22.3086	2.80824
ENSDART00000147618.2	808	555.786	0	0
ENSDART00000142716.2	673	421.086	0	0
ENSDART00000007053.9	2128	1875.65	773.576	17.465
ENSDART00000126984.3	954	701.649	0	0
ENSDART00000124920.4	6674	6421.65	17.7281	0.116905
ENSDART00000162639.3	1596	1343.65	0.5	0.015758
ENSDART00000186786.1	7484	7231.65	374.976	2.19575
ENSDART00000147034.2	2816	2563.65	57.4875	0.949582
ENSDART00000021092.9	2140	1887.65	1335.5	29.9599
ENSDART00000101204.4	3078	2825.65	357.108	5.35178
ENSDART00000167332.2	675	423.086	4	0.400358
ENSDART00000168861.2	670	418.086	0	0
ENSDART00000143325.2	2207	1954.65	394.276	8.54178
ENSDART00000076696.6	2396	2143.65	16.7673	0.331227
ENSDART00000140081.2	6779	6526.65	123.564	0.801712
ENSDART00000164542.2	1924	1671.65	0	0
ENSDART00000138182.3	6809	6556.65	883.909	5.70877
ENSDART00000076687.4	2125	1872.65	0	0
ENSDART00000136342.3	1210	957.649	25.8827	1.14451
ENSDART00000154863.2	501	249.92	93.8778	15.9067
ENSDART00000055611.7	981	728.649	1549.16	90.0315
ENSDART00000173471.2	785	532.847	0	0
ENSDART00000173809.2	2802	2549.65	32.9327	0.546971
ENSDART00000052906.6	6837	6584.65	0	0
ENSDART00000183048.1	4342	4089.65	20.1331	0.208469
ENSDART00000181577.1	4441	4188.65	0	0
ENSDART00000170597.2	4489	4236.65	605.01	6.04724
ENSDART00000172709.2	4638	4385.65	472.612	4.56339
ENSDART00000170143.2	2477	2224.65	0	0
ENSDART00000164348.2	2415	2162.65	6.06168	0.118693
ENSDART00000191414.1	2905	2652.65	0	0
ENSDART00000187058.1	2836	2583.65	0	0
ENSDART00000054843.7	1769	1516.65	182.126	5.08514
ENSDART00000138630.3	1726	1473.65	47.5012	1.36499
ENSDART00000179964.1	1230	977.649	0	0
ENSDART00000154333.2	2818	2565.65	2232.83	36.8532
ENSDART00000155267.2	3419	3166.65	28.1965	0.377061
ENSDART00000106488.2	3307	3054.65	51.8557	0.718874
ENSDART00000140035.2	645	393.155	1.31391	0.141521
ENSDART00000005901.9	3370	3117.65	17.2424	0.2342
ENSDART00000128182.3	1190	937.649	9.26723	0.41853
ENSDART00000133077.2	909	656.686	0	0
ENSDART00000052086.6	1854	1601.65	3.70027	0.0978325
ENSDART00000124471.3	2628	2375.65	336.921	6.00569
ENSDART00000088624.5	4258	4005.65	230.134	2.4329
ENSDART00000099647.6	1811	1558.65	0	0
ENSDART00000138443.3	1328	1075.65	0	0
ENSDART00000139813.2	1906	1653.65	337.874	8.65224
ENSDART00000111699.5	1883	1630.65	344.128	8.9367
ENSDART00000152246.2	7961	7708.65	921.212	5.06056
ENSDART00000064968.5	2173	1920.65	1397.57	30.8135
ENSDART00000151672.3	4652	4399.65	9	0.0866247
ENSDART00000138049.2	768	515.877	0	0
ENSDART00000026516.7	1344	1091.65	237.254	9.20339
ENSDART00000150852.2	538	286.664	4.23377	0.625419
ENSDART00000150594.2	445	194.769	0.24746	0.0538025
ENSDART00000150812.2	910	657.686	0	0
ENSDART00000128743.3	2732	2479.65	1843.25	31.4783
ENSDART00000189645.1	750	497.877	0	0
ENSDART00000165510.2	996	743.649	0.00226934	0.000129226
ENSDART00000121859.3	5077	4824.65	2435.42	21.376
ENSDART00000190959.1	992	739.649	0.918138	0.0525653
ENSDART00000142069.3	613	361.282	307.688	36.0646
ENSDART00000043933.5	608	356.323	3772.88	448.38
ENSDART00000148516.2	3022	2769.65	357.497	5.46594
ENSDART00000169072.2	8455	8202.65	1373.82	7.09238
ENSDART00000147947.2	8535	8282.65	2591.25	13.2482
ENSDART00000057464.7	1888	1635.65	7	0.181228
ENSDART00000176133.2	2022	1769.65	0	0
ENSDART00000172882.2	2142	1889.65	23.8389	0.534223
ENSDART00000163138.2	1127	874.649	180.962	8.76135
ENSDART00000129570.3	734	481.932	0	0
ENSDART00000170007.2	915	662.686	8.25389	0.527434
ENSDART00000075782.7	3025	2772.65	2641.29	40.3402
ENSDART00000060594.6	2004	1751.65	686.314	16.5918
ENSDART00000097540.5	912	659.686	0	0
ENSDART00000154409.2	2086	1833.65	11.8301	0.273204
ENSDART00000140999.3	699	447.011	0	0
ENSDART00000067423.5	1542	1289.65	38	1.24775
ENSDART00000122735.3	4404	4151.65	268.957	2.74334
ENSDART00000150875.2	563	311.565	0	0
ENSDART00000086885.5	1685	1432.65	369.322	10.9165
ENSDART00000156364.2	630	378.199	0	0
ENSDART00000155698.2	2582	2329.65	811.648	14.7535
ENSDART00000163680.2	986	733.649	470.643	27.1657
ENSDART00000167613.2	3182	2929.65	3171.31	45.8395
ENSDART00000162628.2	643	391.177	0	0
ENSDART00000190025.1	1699	1446.65	1.72726	0.0505604
ENSDART00000159216.2	688	436.086	0	0
ENSDART00000098806.5	2844	2591.65	106.278	1.73654
ENSDART00000160071.2	840	587.722	241.296	17.3858
ENSDART00000143398.2	738	485.905	1.17746	0.102615
ENSDART00000133392.3	555	303.565	0	0
ENSDART00000141476.4	1773	1520.65	26.033	0.724958
ENSDART00000138301.2	713	460.959	0	0
ENSDART00000136016.2	1935	1682.65	1454.8	36.6123
ENSDART00000111052.4	2617	2364.65	0	0
ENSDART00000109990.4	4314	4061.65	504.624	5.26117
ENSDART00000186706.1	1586	1333.65	0.000896454	2.84645e-05
ENSDART00000169589.3	1361	1108.65	0	0
ENSDART00000136672.3	1213	960.649	296.8	13.0833
ENSDART00000112735.4	414	164.746	23.4696	6.03265
ENSDART00000153006.2	3813	3560.65	20.8423	0.247876
ENSDART00000191797.1	2340	2087.65	0	0
ENSDART00000099479.5	1809	1556.65	48.9102	1.33053
ENSDART00000063138.6	1414	1161.65	301.68	10.9974
ENSDART00000140321.2	936	683.649	0	0
ENSDART00000129676.3	1118	865.649	102.28	5.0034
ENSDART00000079210.5	1899	1646.65	820.209	21.0931
ENSDART00000163411.2	1222	969.649	0	0
ENSDART00000004476.9	1286	1033.65	0	0
ENSDART00000144897.4	4802	4549.65	1.22202	0.0113741
ENSDART00000172119.2	3649	3396.65	4018.01	50.093
ENSDART00000144516.3	2647	2394.65	0.141192	0.00249681
ENSDART00000133277.3	1898	1645.65	0	0
ENSDART00000131410.3	593	341.342	35.2023	4.36715
ENSDART00000078466.6	3411	3158.65	501.855	6.72812
