target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	5	0	0
ENSDART00000189431.1	11	5.16667	0	0
ENSDART00000160762.2	345	104.791	0	0
ENSDART00000170804.2	366	122.959	2	0.795178
ENSDART00000165410.2	350	109.07	0	0
ENSDART00000163675.2	339	99.7558	5	2.45035
ENSDART00000171132.2	338	98.9472	0	0
ENSDART00000172037.2	344	103.913	1	0.470461
ENSDART00000161368.2	354	112.497	0	0
ENSDART00000172374.2	355	113.305	0	0
ENSDART00000167067.2	378	133.909	0	0
ENSDART00000161271.2	334	95.7061	0	0
ENSDART00000163938.2	366	122.959	0	0
ENSDART00000161622.2	445	197.873	0	0
ENSDART00000162257.2	426	179.413	0	0
ENSDART00000158119.2	318	83.7233	0	0
ENSDART00000169491.2	387	142.18	0	0
ENSDART00000172528.2	396	150.697	0	0
ENSDART00000166253.2	411	164.847	0	0
ENSDART00000160948.2	323	87.2798	0	0
ENSDART00000161537.2	377	133.005	0	0
ENSDART00000159235.2	348	107.355	1	0.455379
ENSDART00000171772.2	483	235.442	0	0
ENSDART00000167404.2	357	115.083	0	0
ENSDART00000171344.2	462	214.586	0	0
ENSDART00000168039.2	470	222.509	0	0
ENSDART00000157830.2	431	184.275	0	0
ENSDART00000166182.2	372	128.401	0	0
ENSDART00000167805.2	378	133.909	0	0
ENSDART00000159795.2	419	172.619	0	0
ENSDART00000160202.2	378	133.909	0	0
ENSDART00000163851.2	330	92.5661	0	0
ENSDART00000161463.2	417	170.669	0	0
ENSDART00000164491.2	366	122.959	0	0
ENSDART00000158772.2	348	107.355	0	0
ENSDART00000167409.2	420	173.548	1	0.281693
ENSDART00000160204.2	348	107.355	0	0
ENSDART00000166882.2	420	173.548	0	0
ENSDART00000171020.2	383	138.513	0	0
ENSDART00000162456.2	366	122.959	0	0
ENSDART00000164309.2	390	144.977	0	0
ENSDART00000160996.2	369	125.72	0	0
ENSDART00000166892.2	332	94.1538	2	1.03845
ENSDART00000171613.2	393	147.838	4	1.32272
ENSDART00000164961.2	357	115.083	0	0
ENSDART00000164492.2	396	150.697	0	0
ENSDART00000158814.2	396	150.697	0	0
ENSDART00000171201.2	397	151.59	0	0
ENSDART00000164110.2	399	153.509	0	0
ENSDART00000166029.2	381	136.652	0	0
ENSDART00000165676.2	371	127.478	0	0
ENSDART00000163282.2	342	102.218	0	0
ENSDART00000167496.2	346	105.623	1	0.462845
ENSDART00000164659.2	404	158.151	0	0
ENSDART00000164489.2	350	109.07	0	0
ENSDART00000160625.2	413	166.818	0	0
ENSDART00000169436.2	387	142.18	0	0
ENSDART00000170399.2	380	135.701	0	0
ENSDART00000162378.2	358	115.957	0	0
ENSDART00000169864.2	389	144.028	0	0
ENSDART00000164059.2	336	97.2712	1	0.502587
ENSDART00000168607.2	375	131.099	0	0
ENSDART00000161399.2	381	136.652	0	0
ENSDART00000171483.2	397	151.59	1	0.322496
ENSDART00000171356.2	339	99.7558	0	0
ENSDART00000172182.2	413	166.818	0	0
ENSDART00000113019.3	414	167.788	0	0
ENSDART00000170523.2	375	131.099	0	0
ENSDART00000160187.2	385	140.331	0	0
ENSDART00000114271.4	416	169.699	0	0
ENSDART00000159161.2	423	176.507	0	0
ENSDART00000162061.2	314	80.9297	0	0
ENSDART00000169803.2	998	748.623	0	0
ENSDART00000170923.2	1670	1420.62	75.8202	2.60917
ENSDART00000171190.2	3169	2919.62	856.317	14.3385
ENSDART00000165811.2	556	307.864	47.181	7.49211
ENSDART00000167950.2	667	418.239	0	0
ENSDART00000007487.9	873	623.818	554.888	43.4853
ENSDART00000162972.3	1568	1318.62	236.241	8.75852
ENSDART00000171570.2	1371	1121.62	399.93	17.4314
ENSDART00000168177.2	3370	3120.62	3654.21	57.2463
ENSDART00000182440.1	3291	3041.62	5.08749	0.08177
ENSDART00000162709.3	4761	4511.62	1695.15	18.3684
ENSDART00000125149.3	3218	2968.62	0	0
ENSDART00000168926.2	1724	1474.62	406.18	13.4658
ENSDART00000169180.2	3210	2960.62	1037.38	17.1298
ENSDART00000165795.2	1002	752.623	0	0
ENSDART00000079649.6	641	392.286	2	0.249243
ENSDART00000160925.2	4365	4115.62	1144.32	13.5927
ENSDART00000188827.1	4409	4159.62	103.363	1.21481
ENSDART00000171098.2	437	190.099	12	3.086
ENSDART00000159824.2	734	485.055	15	1.5118
ENSDART00000162187.2	63	32.9815	0	0
ENSDART00000161350.2	63	32.9815	0	0
ENSDART00000193555.1	66	34.1754	0	0
ENSDART00000161459.2	60	31.1923	0	0
ENSDART00000184586.1	66	34.1754	0	0
ENSDART00000193441.1	66	34.1754	0	0
ENSDART00000185019.1	66	34.1754	0	0
ENSDART00000171681.2	60	31.1923	0	0
ENSDART00000165172.2	63	32.9815	0	0
ENSDART00000170440.2	46	23.3415	0	0
ENSDART00000168126.2	57	28.7647	0	0
ENSDART00000182863.1	63	32.9815	0	0
ENSDART00000166020.2	66	34.1754	0	0
ENSDART00000190775.1	66	34.1754	0	0
ENSDART00000167303.2	63	32.9815	0	0
ENSDART00000157393.2	52	25.9574	0	0
ENSDART00000166828.2	63	32.9815	0	0
ENSDART00000159011.2	63	32.9815	0	0
ENSDART00000190235.1	66	34.1754	0	0
ENSDART00000190038.1	399	153.509	9.41561	2.99854
ENSDART00000164894.2	66	34.1754	0	0
ENSDART00000170926.2	63	32.9815	0	0
ENSDART00000166210.2	60	31.1923	0	0
ENSDART00000170448.2	57	28.7647	0	0
ENSDART00000171447.2	49	25.2093	0	0
ENSDART00000164734.2	55	27.32	0.5	0.894715
ENSDART00000167581.2	57	28.7647	0	0
ENSDART00000185656.1	66	34.1754	0	0
ENSDART00000186087.1	63	32.9815	0	0
ENSDART00000168960.2	63	32.9815	0	0
ENSDART00000161571.2	57	28.7647	0	0
ENSDART00000161136.2	63	32.9815	0	0
ENSDART00000161763.2	63	32.9815	0	0
ENSDART00000170691.2	63	32.9815	0	0
ENSDART00000191731.1	63	32.9815	0	0
ENSDART00000113547.3	903	653.818	13.1869	0.986011
ENSDART00000159055.2	66	34.1754	0	0
ENSDART00000158148.2	63	32.9815	0	0
ENSDART00000167576.2	63	32.9815	0	0
ENSDART00000162921.2	60	31.1923	0	0
ENSDART00000182846.1	63	32.9815	0	0
ENSDART00000191760.1	63	32.9815	0	0
ENSDART00000162352.2	60	31.1923	0	0
ENSDART00000166454.2	57	28.7647	0	0
ENSDART00000180943.1	63	32.9815	0	0
ENSDART00000172223.2	56	28.32	0	0
ENSDART00000166061.2	45	22.9	0	0
ENSDART00000171126.2	60	31.1923	0	0
ENSDART00000183757.1	63	32.9815	0	0
ENSDART00000159092.2	63	32.9815	0	0
ENSDART00000180403.1	63	32.9815	0	0
ENSDART00000192804.1	63	32.9815	0	0
ENSDART00000167932.2	60	31.1923	0	0
ENSDART00000190928.1	66	34.1754	0	0
ENSDART00000158609.2	60	31.1923	0	0
ENSDART00000192441.1	63	32.9815	0	0
ENSDART00000187002.1	896	646.818	15.3723	1.16186
ENSDART00000170206.2	61	32.1923	0	0
ENSDART00000159979.2	60	31.1923	0	0
ENSDART00000193507.1	66	34.1754	0	0
ENSDART00000159473.2	63	32.9815	0	0
ENSDART00000166370.2	63	32.9815	0	0
ENSDART00000181827.1	63	32.9815	0	0
ENSDART00000164120.2	63	32.9815	0	0
ENSDART00000168385.2	60	31.1923	0	0
ENSDART00000170860.2	63	32.9815	0	0
ENSDART00000160505.2	60	31.1923	0	0
ENSDART00000191315.1	976	726.623	0	0
ENSDART00000158978.2	907	657.742	0	0
ENSDART00000159628.2	63	32.9815	0	0
ENSDART00000171914.2	63	32.9815	0	0
ENSDART00000190142.1	66	34.1754	0	0
ENSDART00000163969.2	49	25.2093	0	0
ENSDART00000161690.2	63	32.9815	0	0
ENSDART00000186687.1	63	32.9815	0	0
ENSDART00000161734.2	64	33.3818	0	0
ENSDART00000160963.2	63	32.9815	0	0
ENSDART00000186681.1	66	34.1754	0	0
ENSDART00000164889.2	63	32.9815	0	0
ENSDART00000160161.2	46	23.3415	0	0
ENSDART00000162964.2	49	25.2093	0	0
ENSDART00000131829.2	803	553.996	181.622	16.0272
ENSDART00000144883.3	780	530.996	944.227	86.9322
ENSDART00000156963.2	2986	2736.62	33.4318	0.597229
ENSDART00000161066.2	1110	860.623	0	0
ENSDART00000137179.2	1872	1622.62	3285.79	98.9959
ENSDART00000100744.4	2099	1849.62	471.131	12.4524
ENSDART00000160393.2	1044	794.623	119.357	7.34316
ENSDART00000167980.2	834	584.996	1274.47	106.506
ENSDART00000067621.6	4363	4113.62	1208.5	14.3621
ENSDART00000165084.2	5190	4940.62	32.6422	0.322993
ENSDART00000162322.2	873	623.818	198.834	15.5822
ENSDART00000190378.1	609	360.46	0	0
ENSDART00000144327.3	1479	1229.62	195.928	7.78968
ENSDART00000173911.2	412	165.847	0	0
ENSDART00000178732.2	2977	2727.62	0	0
ENSDART00000164747.2	1359	1109.62	0	0
ENSDART00000162001.2	500	252.286	0	0
ENSDART00000103397.6	1933	1683.62	757.527	21.9963
ENSDART00000113661.4	4484	4234.62	1.7627	0.0203497
ENSDART00000052422.3	1265	1015.62	178.871	8.61
ENSDART00000047912.9	1997	1747.62	823.214	23.0282
ENSDART00000154987.3	8955	8705.62	342.173	1.92151
ENSDART00000108999.4	2067	1817.62	2.44908	0.0658711
ENSDART00000080347.6	1924	1674.62	311.16	9.08368
ENSDART00000123238.3	2118	1868.62	0	0
ENSDART00000137120.2	456	208.66	95.3358	22.3363
ENSDART00000049291.5	2868	2618.62	2341.28	43.7095
ENSDART00000147621.2	757	508.026	712.335	68.5478
ENSDART00000156885.2	7386	7136.62	1181.19	8.09139
ENSDART00000157087.2	665	416.239	10.6442	1.25016
ENSDART00000176637.2	3999	3749.62	0	0
ENSDART00000159554.2	1007	757.623	0	0
ENSDART00000192041.1	525	277.101	0	0
ENSDART00000184520.1	837	587.996	0	0
ENSDART00000024330.9	3903	3653.62	255.143	3.41394
ENSDART00000173945.2	452	204.697	0	0
ENSDART00000172251.2	1479	1229.62	0	0
ENSDART00000155746.3	2001	1751.62	2794.8	78.0019
ENSDART00000154158.2	1350	1100.62	5993.89	266.236
ENSDART00000180571.1	1908	1658.62	0	0
ENSDART00000189685.1	622	373.375	0	0
